Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2017-07-12,2360.72,2432.5,2272.21,2407.9
2017-07-13,2407.32,2448.58,2336.45,2356.82
2017-07-14,2359.05,2376.43,2198.77,2220.74
2017-07-17,1924.56,2199.25,1914.61,2181.03
2017-07-18,2178.17,2407.32,2175.33,2375.3
2017-07-19,2375.3,2413.71,2258.36,2295.68
2017-07-20,2290.95,2783.96,2280.5,2759.38
2017-07-21,2761.67,2946.38,2639.22,2649.71
2017-07-24,2783.96,2813.73,2720.35,2770.85
2017-07-25,2770.08,2799.55,2485.09,2595.38
2017-07-26,2593.36,2632.96,2433.68,2483.24
2017-07-27,2481.39,2680.25,2479.54,2672.37
2017-07-28,2675.23,2832.86,2666.67,2772.39
2017-07-31,2738.98,2902.76,2707.09,2872.74
2017-08-01,2870.26,2924.83,2670.23,2724.8
2017-08-02,2725.54,2765.49,2681.68,2693.24
2017-08-03,2695.42,2822.47,2688.17,2806.62
2017-08-04,2807.41,2896.03,2797.2,2854.7
2017-08-07,3297.07,3451.85,3222.69,3400.2
2017-08-08,3401.36,3524.85,3376.1,3459.01
2017-08-09,3461.41,3490.4,3280.84,3386.39
2017-08-10,3387.53,3474.64,3338.9,3462.6
2017-08-11,3462.6,3586.8,3428.18,3571.43
2017-08-14,4156.28,4351.61,4032.26,4351.61
2017-08-15,4351.61,4484.3,3892.57,4173.62
2017-08-16,4180.6,4411.12,3985.65,4378.28
2017-08-17,4372.54,4522.84,4235.49,4353.5
2017-08-18,4353.5,4407.23,4089.98,4173.62
2017-08-21,4178.85,4192.87,4032.26,4089.98
2017-08-22,4088.31,4198.15,3687.32,4152.82
2017-08-23,4151.1,4299.23,4096.68,4144.22
2017-08-24,4147.66,4299.23,4137.36,4288.16
2017-08-25,4286.33,4496.4,4278.99,4378.28
2017-08-28,4395.6,4432.62,4239.08,4426.74
2017-08-29,4430.66,4703.67,4399.47,4670.71
2017-08-30,4668.53,4708.1,4545.45,4631.77
2017-08-31,4627.49,4803.07,4623.21,4766.44
2017-09-01,4766.44,4892.37,4725.9,4892.37
2017-09-04,4631.77,4646.84,4168.4,4416.96
2017-09-05,4407.23,4482.29,4037.14,4416.96
2017-09-06,4418.91,4666.36,4416.96,4614.67
2017-09-07,4612.55,4692.63,4506.53,4631.77
2017-09-08,4631.77,4699.25,4214.08,4214.08
2017-09-11,4208.75,4334.63,4108.46,4187.6
2017-09-12,4187.6,4368.72,4066.69,4182.35
2017-09-13,4182.35,4182.35,3766.48,3916.96
2017-09-14,3916.96,3960.4,3277.61,3307.97
2017-09-15,3301.42,3748.13,2950.72,3637.69
2017-09-18,3713.33,4065.04,3671.07,4040.4
2017-09-19,4042.04,4079.97,3847.63,3901.68
2017-09-20,3904.72,4020.91,3827.02,3932.36
2017-09-21,3930.82,3949.45,3584.23,3653.64
2017-09-22,3652.3,3748.13,3518.65,3585.51
2017-09-25,3664.35,3969.83,3661.66,3951.01
2017-09-26,3957.26,3968.25,3865.48,3918.5
2017-09-27,3915.43,4194.63,3891.05,4194.63
2017-09-28,4194.63,4278.99,4133.94,4184.1
2017-09-29,4187.6,4228.33,4027.39,4166.67
2017-10-02,4344.05,4462.29,4344.05,4387.89
2017-10-03,4387.89,4428.7,4246.28,4286.33
2017-10-04,4284.49,4345.94,4189.36,4215.85
2017-10-05,4217.63,4355.4,4151.1,4330.88
2017-10-06,4329,4416.96,4302.93,4344.05
2017-10-09,4582.95,4870.92,4553.73,4805.38
2017-10-10,4807.69,4909.18,4750.59,4830.92
2017-10-11,4830.92,4882.81,4725.9,4810
2017-10-12,4807.69,5385.03,4803.07,5288.21
2017-10-13,5293.81,5854.8,5291.01,5509.64
2017-10-16,5564.83,5750.43,5564.83,5707.76
2017-10-17,5707.76,5790.39,5521.81,5577.24
2017-10-18,5577.24,5602.24,5109.86,5500.55
2017-10-19,5500.55,5733.94,5500.55,5714.29
2017-10-20,5717.55,6049.61,5611.67,6049.61
2017-10-23,5903.19,6049.61,5652.91,5889.28
2017-10-24,5885.82,5917.16,5470.46,5470.46
2017-10-25,5464.48,5707.76,5373.46,5678.59
2017-10-26,5675.37,5977.29,5640.16,5824.11
2017-10-27,5827.51,5995.2,5691.52,5740.53
2017-10-30,6172.84,6218.91,6027.73,6097.56
2017-10-31,6101.28,6414.37,6090.13,6385.7
2017-11-01,6385.7,6671.11,6357.28,6662.23
2017-11-02,6666.67,7352.94,6644.52,7022.47
2017-11-03,7022.47,7451.56,6944.44,7235.89
2017-11-06,7347.54,7423.9,6949.27,6988.12
2017-11-07,6983.24,7220.22,6934.81,7077.14
2017-11-08,7077.14,7880.22,7077.14,7396.45
2017-11-09,7401.92,7490.64,7057.16,7112.38
2017-11-10,7117.44,7331.38,6422.61,6439.15
2017-11-13,5675.37,6770.48,5621.14,6447.45
2017-11-14,6447.45,6729.48,6426.74,6574.62
2017-11-15,6574.62,7336.76,6540.22,7251.63
2017-11-16,7251.63,7980.85,7122.51,7782.1
2017-11-17,7794.23,8000,7535.8,7698.23
2017-11-20,8025.68,8271.3,7942.81,8257.64
2017-11-21,8257.64,8361.2,7818.61,7980.85
2017-11-22,7980.85,8291.87,7980.85,8264.46
2017-11-23,8264.46,8278.15,8097.17,8130.08
2017-11-24,8130.08,8333.33,7892.66,8237.23
2017-11-27,9345.79,9737.1,9285.05,9661.84
2017-11-28,9661.84,9970.09,9643.2,9940.36
2017-11-29,9930.49,11377,9293.68,9960.16
2017-11-30,9990.01,10684,9025.27,9803.92
2017-12-01,9813.54,10834,9425.07,10787
2017-12-04,11086,11561,10881,11468
2017-12-05,11481,11862,11468,11737
2017-12-06,11737,13793,11669,13793
2017-12-07,13812,16639,13333,16611
2017-12-08,16611,17153,13966,15198
